|Team|Link|Age|AbroadPlayers|Value|Difference|Year|Country|StadiumCapacity|StadiumName|SquadSize|TopArrival|TopDeparture|IncomeValue|ExpenditureValues|OverallBalance
947|Ruzomberok|/mfk-ruzomberok/startseite/verein/7087/saison_id/2016|23,5|2|5.05m|158k|2016|Slovakia|5.000 Seats|tadión pod Èebraom|32|Free transfer|Free transfer|0|0|0
948|Spartak Trnava|/spartak-trnava/startseite/verein/365/saison_id/2016|22,9|9|4.50m|129k|2016|Slovakia|19.200 Seats|City Aréna - tadión Antona Malatinského|35|Free transfer|50k|50k|0|+50k
949|FK Senica|/fk-senica/startseite/verein/6163/saison_id/2016|20,8|16|2.80m|61k|2016|Slovakia|4.165 Seats|OMS Arena|46|Free transfer|Free transfer|0|0|0
950|Slo. Bratislava|/slovan-bratislava/startseite/verein/540/saison_id/2017|23,8|22|14.98m|348k|2017|Slovakia|22.500 Seats|Tehelné pole|45|1.00m|1.65m|1.71m|3.05m|-1.34m
951|MSK Zilina|/msk-zilina/startseite/verein/1443/saison_id/2017|21,8|8|11.00m|262k|2017|Slovakia|11.800 Seats|Pod Dubnom|42|Free transfer|1.50m|3.50m|0|+3.50m
952|Spartak Trnava|/spartak-trnava/startseite/verein/365/saison_id/2017|23,6|10|6.43m|201k|2017|Slovakia|19.200 Seats|City Aréna - tadión Antona Malatinského|32|Free transfer|1.00m|1.50m|0|+1.50m
953|Ruzomberok|/mfk-ruzomberok/startseite/verein/7087/saison_id/2017|23,7|6|5.70m|163k|2017|Slovakia|5.000 Seats|tadión pod Èebraom|35|120k|Free transfer|0|120k|-120k
954|FK Senica|/fk-senica/startseite/verein/6163/saison_id/2017|22,3|15|5.50m|125k|2017|Slovakia|4.165 Seats|OMS Arena|44|150k|30k|30k|150k|-120k
955|Slo. Bratislava|/slovan-bratislava/startseite/verein/540/saison_id/2018|24,8|23|12.18m|338k|2018|Slovakia|22.500 Seats|Tehelné pole|36|Free transfer|50k|50k|0|+50k
956|Spartak Trnava|/spartak-trnava/startseite/verein/365/saison_id/2018|24,5|19|11.13m|210k|2018|Slovakia|19.200 Seats|City Aréna - tadión Antona Malatinského|53|13k|750k|880k|13k|+868k
957|MSK Zilina|/msk-zilina/startseite/verein/1443/saison_id/2018|21,3|10|8.00m|211k|2018|Slovakia|11.800 Seats|Pod Dubnom|38|250k|3.80m|5.30m|250k|+5.05m
958|Ruzomberok|/mfk-ruzomberok/startseite/verein/7087/saison_id/2018|21,7|8|5.00m|152k|2018|Slovakia|5.000 Seats|tadión pod Èebraom|33|Free transfer|Free transfer|0|0|0
959|FK Senica|/fk-senica/startseite/verein/6163/saison_id/2018|22,0|26|3.58m|87k|2018|Slovakia|4.165 Seats|OMS Arena|41|Free transfer|Free transfer|0|0|0
960|Suduva|/suduva-marijampole/startseite/verein/8047/saison_id/2009|24,2|8|1.38m|42k|2009|Lithuania|6.250 Seats|ARVI arena|38|Free transfer|30k|30k|0|+30k
961|Zalgiris|/zalgiris-vilnius/startseite/verein/602/saison_id/2009|25,2|5|1.13m|49k|2009|Lithuania|5.067 Seats|LFF stadionas|27|30k|Free transfer|0|30k|-30k
962|Suduva|/suduva-marijampole/startseite/verein/8047/saison_id/2010|23,7|11|2.50m|76k|2010|Lithuania|6.250 Seats|ARVI arena|35|15k|Free transfer|0|15k|-15k
963|Zalgiris|/zalgiris-vilnius/startseite/verein/602/saison_id/2010|23,6|9|2.25m|83k|2010|Lithuania|5.067 Seats|LFF stadionas|29|Free transfer|90k|170k|0|+170k
964|Zalgiris|/zalgiris-vilnius/startseite/verein/602/saison_id/2011|24,4|8|5.18m|216k|2011|Lithuania|5.067 Seats|LFF stadionas|24|12k|30k|30k|12k|+18k
965|Suduva|/suduva-marijampole/startseite/verein/8047/saison_id/2011|22,8|8|4.35m|121k|2011|Lithuania|6.250 Seats|ARVI arena|36|Free transfer|12k|12k|0|+12k
966|Zalgiris|/zalgiris-vilnius/startseite/verein/602/saison_id/2012|24,0|12|6.35m|198k|2012|Lithuania|5.067 Seats|LFF stadionas|33|Free transfer|120k|130k|0|+130k
967|Suduva|/suduva-marijampole/startseite/verein/8047/saison_id/2012|22,6|7|4.53m|119k|2012|Lithuania|6.250 Seats|ARVI arena|38|Free transfer|250k|250k|0|+250k
968|Zalgiris|/zalgiris-vilnius/startseite/verein/602/saison_id/2013|24,7|11|7.48m|227k|2013|Lithuania|5.067 Seats|LFF stadionas|38|4k|40k|40k|0|+40k
969|Suduva|/suduva-marijampole/startseite/verein/8047/saison_id/2013|23,0|7|3.75m|121k|2013|Lithuania|6.250 Seats|ARVI arena|34|Free transfer|Free transfer|0|0|0
970|Zalgiris|/zalgiris-vilnius/startseite/verein/602/saison_id/2014|24,5|12|6.98m|211k|2014|Lithuania|5.067 Seats|LFF stadionas|38|Free transfer|175k|330k|4k|+326k
971|Suduva|/suduva-marijampole/startseite/verein/8047/saison_id/2014|22,9|8|4.25m|157k|2014|Lithuania|6.250 Seats|ARVI arena|29|Free transfer|Free transfer|0|0|0
972|Zalgiris|/zalgiris-vilnius/startseite/verein/602/saison_id/2015|25,7|13|7.83m|237k|2015|Lithuania|5.067 Seats|LFF stadionas|40|Free transfer|150k|165k|0|+165k
973|Suduva|/suduva-marijampole/startseite/verein/8047/saison_id/2015|26,2|6|4.08m|204k|2015|Lithuania|6.250 Seats|ARVI arena|24|Free transfer|Free transfer|0|0|0
974|Zalgiris|/zalgiris-vilnius/startseite/verein/602/saison_id/2016|25,1|15|9.80m|280k|2016|Lithuania|5.067 Seats|LFF stadionas|35|12k|Free transfer|0|12k|-12k
975|Suduva|/suduva-marijampole/startseite/verein/8047/saison_id/2016|25,0|17|7.80m|190k|2016|Lithuania|6.250 Seats|ARVI arena|41|Free transfer|160k|160k|0|+160k
976|Suduva|/suduva-marijampole/startseite/verein/8047/saison_id/2017|25,9|20|10.25m|244k|2017|Lithuania|6.250 Seats|ARVI arena|42|Free transfer|Free transfer|0|0|0
977|Zalgiris|/zalgiris-vilnius/startseite/verein/602/saison_id/2017|24,5|17|8.88m|240k|2017|Lithuania|5.067 Seats|LFF stadionas|38|Free transfer|52k|52k|0|+52k
978|Suduva|/suduva-marijampole/startseite/verein/8047/saison_id/2018|26,2|22|12.08m|302k|2018|Lithuania|6.250 Seats|ARVI arena|40|Free transfer|Free transfer|0|0|0
979|Zalgiris|/zalgiris-vilnius/startseite/verein/602/saison_id/2018|24,3|24|10.03m|233k|2018|Lithuania|5.067 Seats|LFF stadionas|43|5k|150k|200k|5k|+195k
980|Neftchi Baku|/neftchi-baku/startseite/verein/8031/saison_id/2009|25,3|12|5.50m|229k|2009|Azerbaijan|11.000 Seats|Bakcell Arena|24|Free transfer|Free transfer|0|0|0
981|Qarabag Agdam|/qarabag-agdam/startseite/verein/10625/saison_id/2009|24,2|3|3.03m|132k|2009|Azerbaijan|31.200 Seats|Tofiq Bahramov Stadion|23|Free transfer|250k|250k|0|+250k
982|FK Qabala|/fk-gabala/startseite/verein/22010/saison_id/2009|26,0|10|1.80m|150k|2009|Azerbaijan|4.500 Seats|Qabala City Stadium|12|Free transfer|Free transfer|0|0|0
983|Neftchi Baku|/neftchi-baku/startseite/verein/8031/saison_id/2010|23,8|12|8.30m|252k|2010|Azerbaijan|11.000 Seats|Bakcell Arena|33|75k|Free transfer|0|75k|-75k
984|Qarabag Agdam|/qarabag-agdam/startseite/verein/10625/saison_id/2010|25,2|7|6.30m|203k|2010|Azerbaijan|31.200 Seats|Tofiq Bahramov Stadion|31|Free transfer|?|0|0|0
985|FK Qabala|/fk-gabala/startseite/verein/22010/saison_id/2010|26,0|16|5.83m|182k|2010|Azerbaijan|4.500 Seats|Qabala City Stadium|38|Free transfer|Free transfer|0|0|0
986|FK Qabala|/fk-gabala/startseite/verein/22010/saison_id/2011|26,3|15|9.48m|316k|2011|Azerbaijan|4.500 Seats|Qabala City Stadium|35|300k|200k|200k|300k|-100k
987|Neftchi Baku|/neftchi-baku/startseite/verein/8031/saison_id/2011|23,8|9|7.45m|240k|2011|Azerbaijan|11.000 Seats|Bakcell Arena|34|158k|Free transfer|0|158k|-158k
988|Qarabag Agdam|/qarabag-agdam/startseite/verein/10625/saison_id/2011|24,3|6|5.48m|219k|2011|Azerbaijan|31.200 Seats|Tofiq Bahramov Stadion|27|Free transfer|Free transfer|0|0|0
989|FK Qabala|/fk-gabala/startseite/verein/22010/saison_id/2012|25,8|16|9.68m|248k|2012|Azerbaijan|4.500 Seats|Qabala City Stadium|40|500k|Free transfer|0|500k|-500k
990|Qarabag Agdam|/qarabag-agdam/startseite/verein/10625/saison_id/2012|23,4|8|8.13m|262k|2012|Azerbaijan|31.200 Seats|Tofiq Bahramov Stadion|31|1.28m|Free transfer|0|1.28m|-1.28m
991|Neftchi Baku|/neftchi-baku/startseite/verein/8031/saison_id/2012|24,4|14|8.10m|270k|2012|Azerbaijan|11.000 Seats|Bakcell Arena|30|Free transfer|Free transfer|0|0|0
992|FK Qabala|/fk-gabala/startseite/verein/22010/saison_id/2013|25,3|17|15.55m|457k|2013|Azerbaijan|4.500 Seats|Qabala City Stadium|34|450k|Free transfer|0|1.33m|-1.33m
993|Neftchi Baku|/neftchi-baku/startseite/verein/8031/saison_id/2013|24,3|15|9.10m|294k|2013|Azerbaijan|11.000 Seats|Bakcell Arena|32|200k|Free transfer|0|200k|-200k
994|Qarabag Agdam|/qarabag-agdam/startseite/verein/10625/saison_id/2013|24,0|11|8.95m|298k|2013|Azerbaijan|31.200 Seats|Tofiq Bahramov Stadion|31|680k|Free transfer|0|680k|-680k
995|FK Qabala|/fk-gabala/startseite/verein/22010/saison_id/2014|25,5|17|18.20m|492k|2014|Azerbaijan|4.500 Seats|Qabala City Stadium|38|383k|Free transfer|0|683k|-683k
996|Qarabag Agdam|/qarabag-agdam/startseite/verein/10625/saison_id/2014|24,5|10|16.23m|523k|2014|Azerbaijan|31.200 Seats|Tofiq Bahramov Stadion|31|800k|Free transfer|0|800k|-800k
997|Neftchi Baku|/neftchi-baku/startseite/verein/8031/saison_id/2014|23,6|12|7.75m|228k|2014|Azerbaijan|11.000 Seats|Bakcell Arena|34|?|Free transfer|0|0|0
998|FK Qabala|/fk-gabala/startseite/verein/22010/saison_id/2015|25,9|16|17.30m|509k|2015|Azerbaijan|4.500 Seats|Qabala City Stadium|35|Free transfer|Free transfer|0|0|0
999|Qarabag Agdam|/qarabag-agdam/startseite/verein/10625/saison_id/2015|24,8|11|14.33m|398k|2015|Azerbaijan|31.200 Seats|Tofiq Bahramov Stadion|36|Free transfer|Free transfer|0|0|0
1000|Neftchi Baku|/neftchi-baku/startseite/verein/8031/saison_id/2015|22,7|9|5.90m|179k|2015|Azerbaijan|11.000 Seats|Bakcell Arena|33|Free transfer|Free transfer|0|0|0
1001|Qarabag Agdam|/qarabag-agdam/startseite/verein/10625/saison_id/2016|25,3|9|12.90m|391k|2016|Azerbaijan|31.200 Seats|Tofiq Bahramov Stadion|33|Free transfer|500k|500k|0|+500k
1002|FK Qabala|/fk-gabala/startseite/verein/22010/saison_id/2016|24,3|14|11.35m|307k|2016|Azerbaijan|4.500 Seats|Qabala City Stadium|37|383k|Free transfer|0|437k|-437k
1003|Neftchi Baku|/neftchi-baku/startseite/verein/8031/saison_id/2016|23,3|16|9.33m|207k|2016|Azerbaijan|11.000 Seats|Bakcell Arena|45|15k|54k|54k|15k|+39k
1004|Qarabag Agdam|/qarabag-agdam/startseite/verein/10625/saison_id/2017|23,8|10|17.25m|421k|2017|Azerbaijan|31.200 Seats|Tofiq Bahramov Stadion|41|800k|650k|650k|800k|-150k
1005|FK Qabala|/fk-gabala/startseite/verein/22010/saison_id/2017|23,4|12|10.00m|238k|2017|Azerbaijan|4.500 Seats|Qabala City Stadium|42|Free transfer|Free transfer|0|0|0
1006|Neftchi Baku|/neftchi-baku/startseite/verein/8031/saison_id/2017|24,1|11|8.28m|218k|2017|Azerbaijan|11.000 Seats|Bakcell Arena|38|Free transfer|Free transfer|0|0|0
1007|Qarabag Agdam|/qarabag-agdam/startseite/verein/10625/saison_id/2018|25,8|13|14.35m|463k|2018|Azerbaijan|31.200 Seats|Tofiq Bahramov Stadion|31|1.00m|Free transfer|0|1.17m|-1.17m
1008|Neftchi Baku|/neftchi-baku/startseite/verein/8031/saison_id/2018|24,3|15|10.28m|245k|2018|Azerbaijan|11.000 Seats|Bakcell Arena|42|50k|130k|130k|50k|+80k
1009|FK Qabala|/fk-gabala/startseite/verein/22010/saison_id/2018|23,8|7|6.20m|182k|2018|Azerbaijan|4.500 Seats|Qabala City Stadium|34|350k|Free transfer|0|350k|-350k
1010|FC Astana|/fk-astana/startseite/verein/22220/saison_id/2019|28,5|10|26.65m|1.21m|2009|Kazakhstan|30.000 Seats|Astana Arena|22|2.00m|90k|90k|2.25m|-2.16m
1011|Kairat Almaty|/kairat-almaty/startseite/verein/10482/saison_id/2019|23,6|8|22.25m|890k|2009|Kazakhstan|23.804 Seats|Zentralstadion Almaty|25|1.00m|Free transfer|0|1.48m|-1.48m
1012|Tobol Kostanay|/tobol-kostanay/startseite/verein/10481/saison_id/2019|26,0|8|16.65m|617k|2009|Kazakhstan|8.050 Seats|Zentralstadion  Kostanay|27|20k|Free transfer|0|20k|-20k
1013|Ordabasy|/ordabasy-shymkent/startseite/verein/16779/saison_id/2019|27,6|9|15.18m|584k|2009|Kazakhstan|20.000 Seats|Kazhimukan Munaytpasov Stadion|26|50k|Free transfer|0|50k|-50k
1014|Shakhter K.|/schachtjor-karaganda/startseite/verein/10480/saison_id/2019|27,2|13|9.18m|382k|2009|Kazakhstan|19.500 Seats|Zentralstadion Shakhter|24|Free transfer|Free transfer|0|0|0
1015|Irtysh|/irtysh-pavlodar/startseite/verein/10540/saison_id/2019|27,4|12|7.88m|342k|2009|Kazakhstan|11.828 Seats|Zentralstadion Pavlodar|23|71k|Free transfer|0|71k|-71k
1016|FC Astana|/fk-astana/startseite/verein/22220/saison_id/2019|28,5|10|26.65m|1.21m|2010|Kazakhstan|30.000 Seats|Astana Arena|22|2.00m|90k|90k|2.25m|-2.16m
1017|Kairat Almaty|/kairat-almaty/startseite/verein/10482/saison_id/2019|23,6|8|22.25m|890k|2010|Kazakhstan|23.804 Seats|Zentralstadion Almaty|25|1.00m|Free transfer|0|1.48m|-1.48m
1018|Tobol Kostanay|/tobol-kostanay/startseite/verein/10481/saison_id/2019|26,0|8|16.65m|617k|2010|Kazakhstan|8.050 Seats|Zentralstadion  Kostanay|27|20k|Free transfer|0|20k|-20k
1019|Ordabasy|/ordabasy-shymkent/startseite/verein/16779/saison_id/2019|27,6|9|15.18m|584k|2010|Kazakhstan|20.000 Seats|Kazhimukan Munaytpasov Stadion|26|50k|Free transfer|0|50k|-50k
1020|Shakhter K.|/schachtjor-karaganda/startseite/verein/10480/saison_id/2019|27,2|13|9.18m|382k|2010|Kazakhstan|19.500 Seats|Zentralstadion Shakhter|24|Free transfer|Free transfer|0|0|0
1021|Irtysh|/irtysh-pavlodar/startseite/verein/10540/saison_id/2019|27,4|12|7.88m|342k|2010|Kazakhstan|11.828 Seats|Zentralstadion Pavlodar|23|71k|Free transfer|0|71k|-71k
1022|Tobol Kostanay|/tobol-kostanay/startseite/verein/10481/saison_id/2011|25,9|14|6.75m|165k|2011|Kazakhstan|8.050 Seats|Zentralstadion  Kostanay|46|Free transfer|Free transfer|0|0|0
1023|FC Astana|/fk-astana/startseite/verein/22220/saison_id/2011|24,1|9|5.60m|207k|2011|Kazakhstan|30.000 Seats|Astana Arena|28|70k|50k|50k|70k|-20k
1024|Irtysh|/irtysh-pavlodar/startseite/verein/10540/saison_id/2011|26,5|13|5.30m|126k|2011|Kazakhstan|11.828 Seats|Zentralstadion Pavlodar|42|Free transfer|Free transfer|0|0|0
1025|Shakhter K.|/schachtjor-karaganda/startseite/verein/10480/saison_id/2011|24,9|11|3.68m|115k|2011|Kazakhstan|19.500 Seats|Zentralstadion Shakhter|36|Free transfer|Free transfer|0|0|0
1026|Kairat Almaty|/kairat-almaty/startseite/verein/10482/saison_id/2011|23,5|9|3.33m|101k|2011|Kazakhstan|23.804 Seats|Zentralstadion Almaty|36|Free transfer|Free transfer|0|0|0
1027|Ordabasy|/ordabasy-shymkent/startseite/verein/16779/saison_id/2011|25,3|8|3.15m|126k|2011|Kazakhstan|20.000 Seats|Kazhimukan Munaytpasov Stadion|26|Free transfer|Free transfer|0|0|0
1028|FC Astana|/fk-astana/startseite/verein/22220/saison_id/2012|23,9|8|8.45m|302k|2012|Kazakhstan|30.000 Seats|Astana Arena|28|120k|Free transfer|0|120k|-120k
1029|Kairat Almaty|/kairat-almaty/startseite/verein/10482/saison_id/2012|23,4|9|6.88m|196k|2012|Kazakhstan|23.804 Seats|Zentralstadion Almaty|38|Free transfer|Free transfer|0|0|0
1030|Shakhter K.|/schachtjor-karaganda/startseite/verein/10480/saison_id/2012|23,4|11|5.40m|126k|2012|Kazakhstan|19.500 Seats|Zentralstadion Shakhter|54|Free transfer|Free transfer|0|0|0
1031|Tobol Kostanay|/tobol-kostanay/startseite/verein/10481/saison_id/2012|25,5|11|4.90m|163k|2012|Kazakhstan|8.050 Seats|Zentralstadion  Kostanay|30|Free transfer|Free transfer|0|0|0
1032|Ordabasy|/ordabasy-shymkent/startseite/verein/16779/saison_id/2012|25,8|13|4.20m|111k|2012|Kazakhstan|20.000 Seats|Kazhimukan Munaytpasov Stadion|46|Free transfer|Free transfer|0|0|0
1033|Irtysh|/irtysh-pavlodar/startseite/verein/10540/saison_id/2012|26,0|10|3.43m|127k|2012|Kazakhstan|11.828 Seats|Zentralstadion Pavlodar|29|Free transfer|Free transfer|0|0|0
1034|FC Astana|/fk-astana/startseite/verein/22220/saison_id/2013|24,2|10|13.15m|387k|2013|Kazakhstan|30.000 Seats|Astana Arena|43|1.00m|Free transfer|0|1.30m|-1.30m
1035|Kairat Almaty|/kairat-almaty/startseite/verein/10482/saison_id/2013|22,9|12|10.73m|306k|2013|Kazakhstan|23.804 Seats|Zentralstadion Almaty|37|200k|Free transfer|0|300k|-300k
1036|Shakhter K.|/schachtjor-karaganda/startseite/verein/10480/saison_id/2013|25,3|14|7.85m|238k|2013|Kazakhstan|19.500 Seats|Zentralstadion Shakhter|39|400k|Free transfer|0|400k|-400k
1037|Irtysh|/irtysh-pavlodar/startseite/verein/10540/saison_id/2013|26,6|16|6.70m|186k|2013|Kazakhstan|11.828 Seats|Zentralstadion Pavlodar|42|Free transfer|Free transfer|0|0|0
1038|Tobol Kostanay|/tobol-kostanay/startseite/verein/10481/saison_id/2013|25,8|10|5.63m|216k|2013|Kazakhstan|8.050 Seats|Zentralstadion  Kostanay|29|20k|Free transfer|0|20k|-20k
1039|Ordabasy|/ordabasy-shymkent/startseite/verein/16779/saison_id/2013|26,0|6|2.85m|114k|2013|Kazakhstan|20.000 Seats|Kazhimukan Munaytpasov Stadion|29|Free transfer|Free transfer|0|0|0
1040|FC Astana|/fk-astana/startseite/verein/22220/saison_id/2014|23,8|11|11.93m|314k|2014|Kazakhstan|30.000 Seats|Astana Arena|40|2.00m|Free transfer|0|2.40m|-2.40m
1041|Kairat Almaty|/kairat-almaty/startseite/verein/10482/saison_id/2014|23,9|12|11.73m|366k|2014|Kazakhstan|23.804 Seats|Zentralstadion Almaty|38|550k|Free transfer|0|550k|-550k
1042|Tobol Kostanay|/tobol-kostanay/startseite/verein/10481/saison_id/2014|25,2|12|8.43m|281k|2014|Kazakhstan|8.050 Seats|Zentralstadion  Kostanay|34|60k|Free transfer|0|60k|-60k
1043|Shakhter K.|/schachtjor-karaganda/startseite/verein/10480/saison_id/2014|25,0|13|7.78m|199k|2014|Kazakhstan|19.500 Seats|Zentralstadion Shakhter|46|Free transfer|Free transfer|0|0|0
1044|Irtysh|/irtysh-pavlodar/startseite/verein/10540/saison_id/2014|25,5|12|7.60m|238k|2014|Kazakhstan|11.828 Seats|Zentralstadion Pavlodar|38|Free transfer|Free transfer|0|0|0
1045|Ordabasy|/ordabasy-shymkent/startseite/verein/16779/saison_id/2014|26,1|6|5.78m|241k|2014|Kazakhstan|20.000 Seats|Kazhimukan Munaytpasov Stadion|26|Free transfer|Free transfer|0|0|0
1046|FC Astana|/fk-astana/startseite/verein/22220/saison_id/2015|24,3|12|20.25m|506k|2015|Kazakhstan|30.000 Seats|Astana Arena|49|180k|Free transfer|0|180k|-180k
1047|Kairat Almaty|/kairat-almaty/startseite/verein/10482/saison_id/2015|24,6|13|14.23m|406k|2015|Kazakhstan|23.804 Seats|Zentralstadion Almaty|40|Free transfer|380k|380k|0|+380k
1048|Ordabasy|/ordabasy-shymkent/startseite/verein/16779/saison_id/2015|27,0|13|11.10m|300k|2015|Kazakhstan|20.000 Seats|Kazhimukan Munaytpasov Stadion|39|Free transfer|Free transfer|0|0|0
1049|Tobol Kostanay|/tobol-kostanay/startseite/verein/10481/saison_id/2015|25,4|9|8.35m|288k|2015|Kazakhstan|8.050 Seats|Zentralstadion  Kostanay|33|Free transfer|Free transfer|0|0|0
1050|Irtysh|/irtysh-pavlodar/startseite/verein/10540/saison_id/2015|25,7|10|7.58m|237k|2015|Kazakhstan|11.828 Seats|Zentralstadion Pavlodar|34|Free transfer|Free transfer|0|0|0
1051|Shakhter K.|/schachtjor-karaganda/startseite/verein/10480/saison_id/2015|24,3|8|3.93m|135k|2015|Kazakhstan|19.500 Seats|Zentralstadion Shakhter|33|Free transfer|Free transfer|0|0|0
1052|Kairat Almaty|/kairat-almaty/startseite/verein/10482/saison_id/2016|24,4|16|21.85m|520k|2016|Kazakhstan|23.804 Seats|Zentralstadion Almaty|42|1.00m|Free transfer|0|1.96m|-1.96m
1053|FC Astana|/fk-astana/startseite/verein/22220/saison_id/2016|23,9|13|21.80m|532k|2016|Kazakhstan|30.000 Seats|Astana Arena|41|Free transfer|Free transfer|0|0|0
1054|Ordabasy|/ordabasy-shymkent/startseite/verein/16779/saison_id/2016|27,5|17|15.80m|367k|2016|Kazakhstan|20.000 Seats|Kazhimukan Munaytpasov Stadion|43|47k|450k|450k|47k|+403k
1055|Tobol Kostanay|/tobol-kostanay/startseite/verein/10481/saison_id/2016|25,0|11|10.88m|311k|2016|Kazakhstan|8.050 Seats|Zentralstadion  Kostanay|35|Free transfer|Free transfer|0|0|0
1056|Irtysh|/irtysh-pavlodar/startseite/verein/10540/saison_id/2016|26,2|12|9.10m|276k|2016|Kazakhstan|11.828 Seats|Zentralstadion Pavlodar|33|Free transfer|Free transfer|0|0|0
1057|Shakhter K.|/schachtjor-karaganda/startseite/verein/10480/saison_id/2016|24,7|10|6.60m|178k|2016|Kazakhstan|19.500 Seats|Zentralstadion Shakhter|37|Free transfer|Free transfer|0|0|0
1058|FC Astana|/fk-astana/startseite/verein/22220/saison_id/2017|23,3|14|24.40m|530k|2017|Kazakhstan|30.000 Seats|Astana Arena|46|700k|2.00m|2.00m|846k|+1.15m
1059|Kairat Almaty|/kairat-almaty/startseite/verein/10482/saison_id/2017|24,0|15|20.55m|467k|2017|Kazakhstan|23.804 Seats|Zentralstadion Almaty|44|Free transfer|Free transfer|0|0|0
1060|Ordabasy|/ordabasy-shymkent/startseite/verein/16779/saison_id/2017|27,1|14|14.80m|361k|2017|Kazakhstan|20.000 Seats|Kazhimukan Munaytpasov Stadion|41|Free transfer|Free transfer|0|0|0
1061|Irtysh|/irtysh-pavlodar/startseite/verein/10540/saison_id/2017|26,3|17|14.40m|313k|2017|Kazakhstan|11.828 Seats|Zentralstadion Pavlodar|46|Free transfer|Free transfer|0|0|0
1062|Tobol Kostanay|/tobol-kostanay/startseite/verein/10481/saison_id/2017|26,4|9|10.55m|364k|2017|Kazakhstan|8.050 Seats|Zentralstadion  Kostanay|29|Free transfer|Free transfer|0|0|0
1063|Shakhter K.|/schachtjor-karaganda/startseite/verein/10480/saison_id/2017|25,0|11|8.15m|247k|2017|Kazakhstan|19.500 Seats|Zentralstadion Shakhter|33|Free transfer|Free transfer|0|0|0
1064|FC Astana|/fk-astana/startseite/verein/22220/saison_id/2018|25,2|16|36.30m|908k|2018|Kazakhstan|30.000 Seats|Astana Arena|40|1.50m|3.00m|3.12m|2.75m|+365k
1065|Kairat Almaty|/kairat-almaty/startseite/verein/10482/saison_id/2018|23,5|14|19.83m|472k|2018|Kazakhstan|23.804 Seats|Zentralstadion Almaty|42|870k|Free transfer|0|1.82m|-1.82m
1066|Tobol Kostanay|/tobol-kostanay/startseite/verein/10481/saison_id/2018|25,7|12|15.60m|390k|2018|Kazakhstan|8.050 Seats|Zentralstadion  Kostanay|40|100k|Free transfer|0|100k|-100k
1067|Irtysh|/irtysh-pavlodar/startseite/verein/10540/saison_id/2018|25,0|18|14.05m|281k|2018|Kazakhstan|11.828 Seats|Zentralstadion Pavlodar|50|Free transfer|Free transfer|0|0|0
1068|Ordabasy|/ordabasy-shymkent/startseite/verein/16779/saison_id/2018|25,3|7|12.33m|440k|2018|Kazakhstan|20.000 Seats|Kazhimukan Munaytpasov Stadion|28|400k|870k|1.12m|400k|+720k
1069|Shakhter K.|/schachtjor-karaganda/startseite/verein/10480/saison_id/2018|24,6|9|8.00m|250k|2018|Kazakhstan|19.500 Seats|Zentralstadion Shakhter|32|Free transfer|Free transfer|0|0|0
